Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2010/11,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,13100
2010/11,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,19800
2010/11,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3900
2010/11,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,800
2010/11,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,33400
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3500
2010/11,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,4400
2010/11,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5700
2010/11,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3300
2010/11,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,6300
2010/11,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,5300
2010/11,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,88500
2010/11,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,32400
2010/11,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,37600
2010/11,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,64700
2010/11,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7300
2010/11,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,16700
2010/11,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7100
2010/11,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,1900
2010/11,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,11300
2010/11,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,4600
2010/11,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,2200
2010/11,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,12200
2010/11,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,7100
2010/11,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,600
2010/11,All codes,All admissions,All admissions,Number of admissions,Male,4666529
2010/11,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,843901
2010/11,C00-D48,All cancers,All cancers,Number of admissions,Male,709061
2010/11,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,245817
2010/11,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,507991
2010/11,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,633502
2010/11,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,45891
2010/11,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,13986
2010/11,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,21222
2010/11,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3953
2010/11,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2010/11,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,61938
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,9021
2010/11,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,14560
2010/11,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,13103
2010/11,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4041
2010/11,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,20986
2010/11,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3284
2010/11,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55192
2010/11,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,72975
2010/11,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,139779
2010/11,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184240
2010/11,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24938
2010/11,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,51308
2010/11,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8894
2010/11,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5541
2010/11,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11658
2010/11,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11957
2010/11,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,2105
2010/11,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,46246
2010/11,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,17079
2010/11,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2010/11,All codes,All admissions,All admissions,Attributable number,Male,285900
2010/11,C00-D48,All cancers,All cancers,Attributable number,Male,112100
2010/11,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,65000
2010/11,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,92800
2010/11,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,9000
2010/11,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,40000
2010/11,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,10200
2010/11,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,14700
2010/11,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200
2010/11,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2010/11,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,27400
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3100
2010/11,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,3700
2010/11,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,3000
2010/11,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2200
2010/11,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4700
2010/11,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2900
2010/11,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,43600
2010/11,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18400
2010/11,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,25200
2010/11,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46900
2010/11,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4200
2010/11,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9500
2010/11,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5600
2010/11,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2010/11,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6100
2010/11,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2000
2010/11,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900
2010/11,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5300
2010/11,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1700
2010/11,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2010/11,All codes,All admissions,All admissions,Number of admissions,Female,5346234
2010/11,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,690275
2010/11,C00-D48,All cancers,All cancers,Number of admissions,Female,746762
2010/11,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,245028
2010/11,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,379005
2010/11,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,655661
2010/11,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,35271
2010/11,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5729
2010/11,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8306
2010/11,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,867
2010/11,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6500
2010/11,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19725
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4792
2010/11,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,5808
2010/11,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10450
2010/11,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,5086
2010/11,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,16212
2010/11,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2846
2010/11,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,57598
2010/11,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,68924
2010/11,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,116840
2010/11,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,92430
2010/11,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16902
2010/11,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,52080
2010/11,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2732
2010/11,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2986
2010/11,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11227
2010/11,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,16328
2010/11,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,3273
